CS4141.csv, Introduction to Programming,CS4141,6
CS4221.csv, Foundations of Computer Science 1,CS4221,6
CS4171.csv, Programming for Artificial Intelligence,CS4171,6
MS4021.csv, Calculus 1,MS4021,6
MS4131.csv, Linear Algebra 1,MS4131,6
CS4182.csv, Foundations of Computer Science 2,CS4182,6
CS4222.csv, Software Development,CS4222,6
CS4242.csv, Machine Learning for Interactive Systems,CS4242,6
MS4022.csv, Calculus 2,MS4022,6
MS4122.csv, Further Linear Algebra,MS4122,6
